StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
0.0,0.6666666666666661,1.0,0.0,0.5714285714285714,0.9927731432791096,0.24137931034482757,1.0,0.5,0.0,0.0,0.0,0.0,0.7322988979169203,0.5
0.0004182350480970154,1.0,0.0,0.0,0.2857142857142857,0.7712704924672595,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.7607287083590942,0.25
0.0008364700961940308,0.0,0.0,0.6666666666666666,0.8571428571428571,0.21071759210083976,0.896551724137931,0.0,0.5,0.0,0.0,0.0,0.0,0.028150563616545374,1.0
0.0012547051442911017,0.6666666666666661,1.0,0.0,0.8571428571428571,0.5019649663815133,0.48275862068965514,0.0,0.75,1.0,0.0,0.0,0.0,0.5135545349257371,0.75
0.001672940192388117,0.6666666666666661,1.0,0.0,0.5714285714285714,0.23384041525028026,0.5862068965517241,1.0,0.75,0.0,0.0,0.0,0.0,0.3220152954488469,1.0
0.0020911752404851325,1.0,0.0,0.0,0.2857142857142857,0.4099788081386409,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.7710459036215984,0.25
0.002509410288582148,0.0,0.0,0.3333333333333333,0.2857142857142857,0.7809278012284577,0.3448275862068966,0.0,0.75,0.0,1.0,0.0,0.0,0.6870593537228957,0.5
0.0029276453366792188,0.0,1.0,0.3333333333333333,1.0,0.772058409594387,0.7586206896551724,1.0,0.25,1.0,0.0,0.0,0.0,0.3400356780791152,1.0
0.003345880384776234,0.6666666666666661,0.0,0.0,0.0,0.2283096795161367,0.034482758620689655,0.0,0.5,0.0,1.0,0.0,0.0,0.7242047973783923,0.5
0.0037641154328732496,0.33333333333333304,1.0,0.0,0.2857142857142857,0.9232304772169079,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.8933685525824414,0.0
0.004182350480970265,0.6666666666666661,0.0,0.0,0.2857142857142857,0.5931964207598885,0.3793103448275862,0.0,0.25,0.0,0.0,0.0,0.0,0.5367929062546286,0.75
0.004600585529067336,0.6666666666666661,0.0,0.0,0.2857142857142857,0.3803081060990046,0.5172413793103449,0.0,0.5,0.0,0.0,0.0,0.0,0.3898986297600693,1.0
0.005018820577164351,0.6666666666666661,0.0,0.3333333333333333,0.2857142857142857,0.5024596414143081,0.7241379310344828,0.0,0.75,1.0,0.0,0.0,0.0,0.380019453718702,1.0
0.005437055625261367,0.6666666666666661,0.0,0.3333333333333333,0.5714285714285714,0.6057138630483861,0.7241379310344828,0.0,1.0,0.0,1.0,0.0,0.0,0.4378952395835196,1.0
0.0058552906733584376,1.0,1.0,0.0,0.2857142857142857,0.5604812086169391,0.3103448275862069,1.0,0.5,0.0,0.0,0.0,0.0,0.599197029281199,0.75
0.006273525721455453,0.0,0.0,0.0,0.5714285714285714,0.4869112446328432,0.5862068965517241,1.0,0.0,0.0,1.0,0.0,0.0,0.3353801791336668,1.0
0.006691760769552468,1.0,0.0,1.0,0.2857142857142857,0.5054603098718295,0.48275862068965514,0.0,0.5,1.0,1.0,0.0,0.0,0.558043819428994,0.75
0.007109995817649484,1.0,1.0,0.0,0.0,0.17656179889394585,0.5517241379310345,1.0,0.5,0.0,0.0,0.0,0.0,0.3461010439235084,1.0
0.007528230865746555,1.0,0.0,0.3333333333333333,0.8571428571428571,0.8136142099520921,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.1173883308449676,1.0
0.00794646591384357,0.6666666666666661,0.0,0.0,0.2857142857142857,0.5423301569966539,0.3103448275862069,0.0,0.5,0.0,0.0,0.0,0.0,0.5989460236326749,0.75
0.008364700961940585,0.33333333333333304,1.0,0.0,0.8571428571428571,0.1311776433887752,0.06896551724137931,0.0,0.75,0.0,0.0,0.0,0.0,0.6946028249801632,0.5
0.0087829360100376,0.0,0.0,0.0,0.5714285714285714,0.7669848708190493,0.8620689655172413,0.0,0.25,1.0,0.0,0.0,0.0,0.0867235091762537,1.0
0.009201171058134672,0.33333333333333304,1.0,0.3333333333333333,0.0,0.9334628855454072,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.07813655763133873,1.0
0.009619406106231687,1.0,1.0,1.0,1.0,0.9483428905430344,0.6896551724137931,0.0,0.5,1.0,0.0,0.0,0.0,0.4425329691949933,1.0
0.010037641154328703,1.0,1.0,0.0,0.2857142857142857,0.36938901103846056,0.5172413793103449,0.0,0.5,0.0,0.0,0.0,0.0,0.37628890550907146,1.0
0.010455876202425773,0.33333333333333304,1.0,0.0,0.8571428571428571,0.13561975535426243,0.1724137931034483,0.0,1.0,0.0,0.0,0.0,0.0,0.7444629795789357,0.5
0.010874111250522789,0.33333333333333304,0.0,0.0,0.2857142857142857,0.5189426118126566,0.06896551724137931,0.0,0.5,0.0,1.0,0.0,0.0,0.7371794179779803,0.5
0.011292346298619804,0.33333333333333304,1.0,0.0,0.8571428571428571,0.11268578002255253,0.27586206896551724,0.0,0.75,0.0,0.0,0.0,0.0,0.5363011801167978,0.75
0.01171058134671682,1.0,0.0,0.0,0.0,0.9350080997831223,0.3448275862068966,0.0,0.75,1.0,0.0,0.0,0.0,0.7137009822453295,0.5
0.01212881639481389,1.0,0.0,0.0,0.5714285714285714,0.1837377547310674,0.6896551724137931,0.0,0.75,1.0,0.0,0.0,0.0,0.37986043145378473,1.0
0.012547051442910906,0.0,0.0,0.6666666666666666,0.5714285714285714,0.25300351322631054,0.41379310344827586,1.0,0.0,0.0,1.0,0.0,0.0,0.43178007738060226,1.0
0.012965286491007921,0.0,0.0,0.0,0.8571428571428571,0.40705104631821104,0.5862068965517241,0.0,1.0,0.0,0.0,0.0,0.0,0.4618838677846976,1.0
0.013383521539104937,1.0,0.0,0.0,0.8571428571428571,0.3835520081081469,0.8620689655172413,0.0,0.25,0.0,1.0,0.0,0.0,0.09615424321412193,1.0
0.013801756587202008,0.33333333333333304,0.0,1.0,0.8571428571428571,0.7955234275264864,0.7241379310344828,0.0,0.0,1.0,1.0,0.0,0.0,0.23735152444932,1.0
0.014219991635299023,0.33333333333333304,0.0,0.0,0.8571428571428571,0.45678844484277537,0.9310344827586207,1.0,0.5,1.0,1.0,0.0,0.0,0.2852398546050849,1.0
0.014638226683396038,0.0,0.0,1.0,0.2857142857142857,0.17091166139302194,0.7931034482758621,0.0,0.25,0.0,0.0,0.0,0.0,0.06536806501268802,1.0
0.01505646173149311,1.0,0.0,0.0,0.2857142857142857,0.2674641514128067,0.896551724137931,1.0,0.25,0.0,0.0,0.0,0.0,0.05457121420525792,1.0
0.015474696779590125,0.0,0.0,0.6666666666666666,0.2857142857142857,0.509645696325853,0.7241379310344828,1.0,0.25,0.0,1.0,0.0,0.0,0.2669408877604949,1.0
