ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA
42308,8,0,2010,-0.3829542355714934,-1.1133218860784797,0.2023564786407979,-0.9303347632868492,-0.7885687674129024,0.016808000546585083
70978,0,0,2010,0.1231917942105218,-0.5685187806778595,1.199359320648801,-0.0565933536378885,-0.077931036382585,-0.16174902745401462
31602,0,1,2010,-1.8580083795076523,-2.7330067940262683,-1.7149566790669,-2.246771820491283,-1.2747945833810144,-1.509042966003998
63847,0,1,2010,-1.149403937812831,-1.4225344594139664,-1.1269806440365393,-1.6526276619299902,-1.4742718412140854,0.11420274309236719
30158,0,0,2010,0.557031248309392,-0.0384400835313103,0.4707803207198756,0.2463036683737508,1.3059424398343478,1.8186107376435516
51740,0,1,2010,-0.7589484291238474,-1.437258867668037,-0.436747907261768,-0.1614423227957641,-0.5766241809652641,0.016808000546585083
76075,0,1,2010,-0.2238797690685745,0.0646307742471855,-0.4111837318256653,0.024955844596014097,-0.3148102800593579,-0.16174902745401462
60888,0,0,2010,-1.3518623497256372,-1.967337564814586,-1.0502881177282315,-1.3147809835323918,-0.9506440394022728,-0.7136525685467787
43378,0,1,2010,0.3834954666698436,-0.4948967394075056,0.4068698821296193,0.5375508049234043,1.0441285389284416,0.016808000546585083
80307,0,0,2010,0.6727217694024241,0.4474653888530263,0.7264220750809024,0.4560016066895016,0.7947819666371021,1.3965668532784965
82483,0,0,2010,0.7161057148123116,0.2854968980582476,0.943717566287774,0.164754470139848,1.0815305247721427,1.6075887954610244
40021,0,1,2010,-0.6866418534407026,-1.0249754365540544,-0.3856195563895627,-0.4876391157313759,-0.5018202092778622,-0.3240735983636513
54093,0,0,2010,2.1622372284752127,2.008252663784532,2.1196696363484966,1.8423379766658523,1.82957024164616,1.6562861667339144
87694,0,0,2010,-0.2817250296150906,0.3149457145663892,-0.0788494511563312,-1.000234076058766,-0.3148102800593579,0.016808000546585083
36750,0,0,2010,1.366864895960617,1.006992902507718,1.224923496084904,1.294793359952504,1.4680177118237183,-0.372770969636542
33891,0,0,2010,1.0487159629547782,0.5652606548855922,1.0971026189043902,0.8986972542449754,1.2186711395323786,-1.0058367961841248
59057,0,1,2010,0.1665757396204085,0.5652606548855922,0.291831092667157,-0.0915430100238472,-0.1028656936117189,-0.12928411327208733
72189,0,0,2010,0.614876508855908,0.1529772237716104,0.8414608645433641,0.3162029811456677,0.8321839524808033,0.6823387412760954
