ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA
42308,8,0,2010,-0.3829542355714934,-1.1155515157454128,0.2023564786407979,-0.9307717134021708,-0.7925272287229802,0.016808000546584916
70978,0,0,2010,0.1231917942105218,-0.5699155789192849,1.199359320648801,-0.05672593451795484,-0.07930325019565462,-0.16174902745401457
31602,0,1,2010,-1.8580083795076523,-2.7377124090122775,-1.7149566790669,-2.2476673535877225,-1.2805225824522029,-1.509042966003998
63847,0,1,2010,-1.149403937812831,-1.4252367771872685,-1.1269806440365393,-1.653316223946456,-1.4807258044949605,0.11420274309236701
30158,0,0,2010,0.557031248309392,-0.039026559304674406,0.4707803207198756,0.24627660216190628,1.3096066027259783,1.8186107376435516
51740,0,1,2010,-0.7589484291238474,-1.4399836943987852,-0.436747907261768,-0.16161142798406106,-0.5798113053025501,0.016808000546584916
76075,0,1,2010,-0.2238797690685745,0.06420186117594442,-0.4111837318256653,0.024851671511238144,-0.3170445763714303,-0.16174902745401457
60888,0,0,2010,-1.3518623497256372,-1.9708727140133957,-1.0502881177282315,-1.3153518561112256,-0.9551923466327209,-0.7136525685467787
43378,0,1,2010,0.3834954666698436,-0.4961809928617003,0.4068698821296193,0.5376251951233115,1.0468398737948585,0.016808000546584916
80307,0,0,2010,0.6727217694024241,0.44762170867538503,0.7264220750809024,0.45604758909411836,0.7965858462414109,1.3965668532784965
82483,0,0,2010,0.7161057148123116,0.28540561934869874,0.943717566287774,0.164698996132713,1.084377977927876,1.6075887954610244
40021,0,1,2010,-0.6866418534407026,-1.0270700124763106,-0.3856195563895627,-0.48792185210083483,-0.5047350970365156,-0.3240735983636513
54093,0,0,2010,2.1622372284752127,2.0107949330961827,2.1196696363484966,1.8428668915904072,1.8351400605882175,1.6562861667339144
87694,0,0,2010,-0.2817250296150906,0.3148994537717327,-0.0788494511563312,-1.000695375712908,-0.3170445763714303,0.016808000546584916
36750,0,0,2010,1.366864895960617,1.0080045627130303,1.224923496084904,1.2951315368229657,1.4722717206357192,-0.372770969636542
33891,0,0,2010,1.0487159629547782,0.5655970463675202,1.0971026189043902,0.8988974503954547,1.2220176930822713,-1.0058367961841248
59057,0,1,2010,0.1665757396204085,0.5655970463675202,0.291831092667157,-0.09168776567332375,-0.10432865295099934,-0.12928411327208728
72189,0,0,2010,0.614876508855908,0.15268336444504624,0.8414608645433641,0.3162002644726436,0.8341239503744283,0.6823387412760954
81428,0,1,2010,-0.2961863447517193,-0.3487118207465305,-1.2164552580628984,0.5725870262786804,0.5838699228209806,-0.9246745107293068
93847,0,1,2011,0.397956781806473,0.37388712261780044,0.2407027417949516,0.49100942024948663,0.433717506288912,0.016808000546584916
60462,0,0,2011,0.5281086180361338,-0.27497723468894536,0.3940877944115677,0.560933082560224,1.3221193041036503,0.7635010267309135
89501,0,0,2011,1.3090196354141013,0.5950908807905548,1.3527443732654167,1.2834775931045086,1.4972971233910641,0.6498738270941681
95498,0,0,2011,-0.122650563112171,-0.9385885092072087,0.2023564786407979,0.0015437840743256076,0.28356508975684336,0.016808000546584916
48552,0,0,2011,0.933025441861746,-0.43719332401563243,1.570039864472289,1.1319763247645778,1.096890679305548,1.7861458234616236
77591,0,0,2011,1.5837846230100516,1.0374983971360634,1.7617711802430591,1.539864354910546,1.3721701096143402,0.6498738270941681
68825,0,0,2011,0.7016443996756822,0.22641795050263075,1.199359320648801,0.2695844895988188,0.7340223393530493,-0.21044639872690518
67261,0,1,2011,-1.16386525294946,-1.6906812869945733,-0.8969030651116153,-1.0473111505867332,-0.5923240066802221,0.3901545136387493
47144,0,0,2011,0.802873605632085,0.034708026752910535,1.084320531186339,0.7124343509001551,1.0468398737948585,0.3901545136387493
85814,0,0,2011,0.2099596850302959,-0.4666871584386664,0.1640102154866442,0.8639356192400858,0.4086921035335672,-0.7461174827287061
69531,0,0,2011,1.121022538637923,0.9490168938669619,1.1354488820585444,1.2834775931045086,0.7340223393530493,1.4777291387333154
79884,0,1,2011,-1.2506331437692342,-0.968082343630243,-0.9735955914199236,-1.2803900249558573,-1.1679082700531511,-0.5026306263642514
45410,0,0,2011,1.569323307873423,0.9490168938669619,1.812899531115265,1.5049025237551772,1.3721701096143402,1.1530799969140415
60050,0,0,2011,-1.149403937812831,-1.3220083567066492,-1.2164552580628984,-0.6627310078776778,-0.8175526314783249,0.016808000546584916
76544,0,0,2011,-0.9614068410366536,-1.0270700124763106,-1.0375060300101804,-0.8608480510914335,-0.4546842915258261,0.2927597710929673
39674,0,0,2011,0.58595387858265,-0.02427964209315706,0.6241653733364917,0.6075488574340489,0.9842763669064971,0.8771282263676595
60321,0,0,2011,0.7739509753588276,0.15268336444504624,0.7264220750809024,1.0154368875800164,0.9592509641511515,1.5264265100062049
51531,0,0,2011,0.5714925634460213,-0.4666871584386664,1.033192180314134,0.8522816755216298,0.4462302076665846,-0.27537622709076
90431,0,1,2011,0.3834954666698436,0.40338095704083443,0.4579982330018246,0.1530450524142565,0.3711539994005503,-0.372770969636542
85661,0,0,2011,0.0942691639372637,0.034708026752910535,-0.0149390125660743,0.33950815190955613,0.12089997184710277,0.6823387412760954
29174,0,0,2011,0.2967275758500701,-0.053773476516191056,0.0745356014602846,0.6774725197447862,0.5588445200656359,0.3901545136387493
51383,0,0,2011,-0.122650563112171,-0.4076994895925985,-0.1811061529007413,-0.2664969214501668,0.4086921035335672,-0.11305165618112388
75401,0,1,2011,-0.9614068410366536,-1.2482737706490648,-1.3698403106795145,-0.4179981897900975,-0.09181595157332724,-0.6324902830919608
